make_model_ordinal,price,type_ordinal,warranty_ordinal,mileage,gearbox_ordinal,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,num_of_extras,safety_security_package_labeled,entertainment_media_package_labeled,Compact,Convertible,Coupe,Off-Road/Pick-up,Sedan,Station wagon
216.0,13900.0,0.0,1.0,102000.0,0.0,0.0,0.0,1998.0,6.0,167.0,1.0,1395.0,1.0,1.0,2.0,1.0,6.0,162.0,7.5,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,6490.0,0.0,1.0,179847.0,0.0,1.0,1.0,1598.0,6.0,106.0,1.0,1387.0,1.0,1.0,1.0,1.0,9.0,96.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,18990.0,0.0,1.0,114000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1454.0,1.0,0.0,2.0,0.0,6.0,201.0,7.5,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,25000.0,0.0,1.0,112000.0,0.0,0.0,0.0,1998.0,6.0,174.0,1.0,1387.0,1.0,0.0,1.0,1.0,9.0,195.0,7.5,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,8995.0,0.0,1.0,63900.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1295.0,0.0,0.0,1.0,1.0,13.0,210.0,7.6,2.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,15950.0,0.0,1.0,180500.0,0.0,0.0,0.0,1998.0,6.0,190.0,1.0,1362.0,0.0,0.0,1.0,1.0,11.0,184.0,8.2,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,9499.0,0.0,1.0,130000.0,1.0,0.0,1.0,3498.0,6.0,237.0,1.0,1582.0,1.0,1.0,1.0,0.0,13.0,175.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,11992.0,0.0,1.0,93500.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1582.0,0.0,1.0,1.0,0.0,13.0,150.0,8.2,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,13999.0,0.0,1.0,109647.0,0.0,0.0,0.0,1998.0,6.0,190.0,1.0,1454.0,1.0,1.0,2.0,0.0,10.0,195.0,8.2,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,28500.0,0.0,1.0,42500.0,0.0,0.0,0.0,1995.0,6.0,178.0,1.0,1387.0,1.0,1.0,1.0,0.0,7.0,202.0,7.6,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,30500.0,0.0,1.0,44000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1387.0,0.0,1.0,1.0,0.0,3.0,221.0,7.6,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,14900.0,0.0,1.0,175000.0,0.0,0.0,0.0,1998.0,6.0,195.0,1.0,1462.0,0.0,1.0,1.0,1.0,11.0,184.0,8.4,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
217.0,12499.0,0.0,1.0,95218.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1149.0,1.0,0.0,2.0,1.0,10.0,66.0,8.2,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,4000.0,0.0,1.0,270000.0,0.0,1.0,0.0,1995.0,6.0,153.0,1.0,1576.0,0.0,1.0,1.0,1.0,12.0,110.0,5.9,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,2999.0,0.0,1.0,193000.0,0.0,1.0,1.0,1461.0,6.0,114.0,1.0,1280.0,0.0,0.0,1.0,1.0,12.0,81.0,4.1,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,16890.0,0.0,1.0,153535.0,0.0,0.0,1.0,1998.0,6.0,190.0,1.0,1362.0,1.0,1.0,1.0,0.0,10.0,232.0,8.2,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,7900.0,0.0,1.0,160000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,1.0,3.0,0.0,10.0,132.0,7.7,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,11450.0,0.0,1.0,56074.0,0.0,1.0,1.0,1995.0,6.0,150.0,1.0,1469.0,0.0,1.0,1.0,1.0,8.0,110.0,4.8,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,6950.0,0.0,1.0,171271.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1403.0,0.0,1.0,1.0,0.0,13.0,150.0,11.5,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,8948.0,0.0,1.0,179187.0,1.0,1.0,1.0,2998.0,6.0,191.0,1.0,1582.0,1.0,1.0,1.0,1.0,11.0,173.0,7.2,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,3780.0,0.0,1.0,280403.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1582.0,0.0,1.0,3.0,0.0,13.0,150.0,8.2,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,5750.0,0.0,1.0,160000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,1.0,3.0,1.0,13.0,132.0,7.6,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4890.0,0.0,1.0,195460.0,0.0,1.0,1.0,1870.0,6.0,135.0,1.0,1395.0,1.0,1.0,2.0,1.0,11.0,96.0,5.1,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,8970.0,0.0,1.0,72000.0,0.0,0.0,1.0,1998.0,6.0,182.0,1.0,1387.0,1.0,1.0,2.0,0.0,10.0,132.0,7.7,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,19999.0,0.0,1.0,145500.0,0.0,0.0,0.0,1998.0,6.0,195.0,1.0,1362.0,1.0,1.0,1.0,1.0,12.0,184.0,8.4,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,8990.0,0.0,1.0,183500.0,0.0,1.0,1.0,1995.0,6.0,144.0,2.0,1522.0,1.0,1.0,1.0,1.0,9.0,132.0,5.5,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4800.0,0.0,1.0,201700.0,0.0,1.0,1.0,1461.0,6.0,114.0,1.0,1387.0,0.0,0.0,1.0,1.0,12.0,81.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,13500.0,0.0,1.0,295000.0,0.0,0.0,0.0,1998.0,6.0,195.0,1.0,1362.0,0.0,1.0,1.0,1.0,12.0,132.0,8.4,2.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,5498.0,0.0,1.0,199809.0,0.0,0.0,1.0,1598.0,6.0,163.0,1.0,1387.0,1.0,0.0,1.0,1.0,12.0,81.0,6.9,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,29000.0,0.0,1.0,94000.0,0.0,0.0,0.0,1998.0,6.0,195.0,1.0,1340.0,0.0,0.0,2.0,1.0,11.0,235.0,8.4,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,7000.0,0.0,1.0,191854.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1582.0,1.0,1.0,3.0,0.0,13.0,150.0,8.2,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,8900.0,0.0,1.0,127000.0,0.0,0.0,0.0,1397.0,6.0,178.0,1.0,1270.0,1.0,0.0,1.0,1.0,12.0,96.0,6.5,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,20900.0,0.0,1.0,20000.0,0.0,1.0,1.0,1998.0,6.0,114.0,1.0,1387.0,0.0,0.0,1.0,1.0,11.0,132.0,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,12200.0,0.0,1.0,73057.0,1.0,1.0,1.0,1995.0,6.0,150.0,1.0,1614.0,1.0,1.0,1.0,1.0,7.0,110.0,5.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,5499.0,0.0,1.0,56000.0,0.0,1.0,1.0,1995.0,6.0,150.0,1.0,1582.0,0.0,1.0,1.0,1.0,11.0,110.0,5.2,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4244.0,0.0,1.0,235098.0,0.0,0.0,1.0,1997.0,6.0,178.0,1.0,1295.0,1.0,0.0,5.0,1.0,13.0,132.0,7.6,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,15950.0,0.0,1.0,79185.0,0.0,0.0,1.0,1998.0,6.0,167.0,1.0,1295.0,1.0,1.0,2.0,1.0,6.0,162.0,7.5,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,9450.0,0.0,1.0,145000.0,0.0,1.0,1.0,1995.0,6.0,126.0,1.0,1582.0,1.0,1.0,1.0,1.0,7.0,110.0,4.8,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,8490.0,0.0,1.0,121000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,1.0,1.0,1.0,11.0,132.0,6.9,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,8800.0,0.0,1.0,157000.0,1.0,1.0,1.0,2998.0,6.0,191.0,1.0,1705.0,0.0,1.0,2.0,0.0,13.0,173.0,7.2,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,7400.0,0.0,1.0,170000.0,0.0,0.0,0.0,1998.0,6.0,194.0,1.0,1503.0,1.0,1.0,2.0,0.0,13.0,150.0,8.2,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,14190.0,0.0,1.0,114600.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1462.0,1.0,1.0,2.0,0.0,10.0,195.0,8.2,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17000.0,0.0,1.0,72800.0,0.0,0.0,0.0,1998.0,6.0,195.0,1.0,1387.0,0.0,1.0,1.0,1.0,11.0,184.0,8.4,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4200.0,0.0,1.0,160000.0,0.0,1.0,0.0,1461.0,6.0,104.0,1.0,1280.0,1.0,0.0,1.0,1.0,12.0,81.0,4.1,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4500.0,0.0,1.0,258000.0,0.0,1.0,0.0,1995.0,6.0,114.0,1.0,1310.0,1.0,1.0,1.0,1.0,12.0,110.0,6.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,20990.0,0.0,1.0,122000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,0.0,1.0,2.0,1.0,6.0,201.0,7.6,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,19450.0,0.0,1.0,63637.0,0.0,0.0,1.0,1998.0,6.0,195.0,1.0,1387.0,1.0,0.0,2.0,0.0,10.0,184.0,8.4,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17900.0,0.0,1.0,108600.0,0.0,0.0,0.0,1998.0,6.0,209.0,1.0,1430.0,1.0,1.0,8.0,1.0,16.0,165.0,8.8,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,11499.0,0.0,1.0,130000.0,1.0,0.0,1.0,3498.0,6.0,237.0,1.0,1582.0,1.0,1.0,1.0,0.0,13.0,175.0,10.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,5199.0,0.0,1.0,193000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,1.0,3.0,1.0,13.0,132.0,7.6,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,4499.0,0.0,1.0,297000.0,1.0,1.0,1.0,2998.0,6.0,192.0,1.0,1705.0,0.0,1.0,3.0,0.0,13.0,173.0,7.2,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,20900.0,0.0,0.0,93000.0,0.0,0.0,1.0,1998.0,6.0,195.0,1.0,1387.0,0.0,0.0,1.0,1.0,11.0,184.0,8.4,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,8999.0,0.0,1.0,188000.0,0.0,1.0,0.0,1995.0,6.0,150.0,1.0,1614.0,1.0,1.0,2.0,1.0,11.0,110.0,5.7,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,15500.0,0.0,1.0,51000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1430.0,1.0,0.0,2.0,1.0,12.0,184.0,8.8,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,9990.0,0.0,1.0,112000.0,0.0,1.0,1.0,1598.0,6.0,106.0,1.0,1387.0,1.0,1.0,2.0,1.0,8.0,96.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17450.0,0.0,1.0,148000.0,0.0,0.0,0.0,1998.0,6.0,190.0,1.0,1362.0,1.0,1.0,2.0,1.0,11.0,223.0,8.2,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,23490.0,0.0,0.0,59315.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1454.0,1.0,0.0,2.0,0.0,6.0,201.0,7.5,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,20450.0,0.0,1.0,62927.0,0.0,0.0,1.0,1998.0,6.0,174.0,1.0,1354.0,1.0,0.0,3.0,0.0,7.0,132.0,7.5,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,8050.0,0.0,0.0,92496.0,0.0,1.0,1.0,1995.0,6.0,144.0,1.0,1582.0,0.0,1.0,1.0,0.0,13.0,110.0,5.5,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,5000.0,0.0,1.0,304000.0,0.0,1.0,0.0,1995.0,6.0,126.0,1.0,1502.0,0.0,1.0,2.0,1.0,12.0,110.0,5.2,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,14500.0,0.0,1.0,83000.0,0.0,1.0,1.0,1995.0,6.0,150.0,1.0,1582.0,0.0,1.0,1.0,0.0,13.0,110.0,5.7,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,9950.0,0.0,1.0,103000.0,1.0,0.0,0.0,1998.0,6.0,207.0,1.0,1480.0,0.0,1.0,1.0,0.0,13.0,125.0,8.8,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17990.0,0.0,1.0,75000.0,0.0,0.0,1.0,1998.0,6.0,190.0,1.0,1387.0,0.0,0.0,1.0,0.0,10.0,195.0,8.2,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,9950.0,0.0,1.0,103000.0,1.0,0.0,0.0,1998.0,6.0,207.0,1.0,1480.0,0.0,0.0,1.0,0.0,13.0,125.0,8.8,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,26660.0,0.0,1.0,36500.0,0.0,0.0,0.0,1998.0,6.0,174.0,1.0,1454.0,1.0,0.0,2.0,1.0,6.0,201.0,7.5,2.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,8888.0,0.0,1.0,136000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1394.0,1.0,1.0,1.0,0.0,10.0,132.0,7.7,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,5500.0,0.0,1.0,229000.0,0.0,1.0,0.0,1870.0,6.0,135.0,1.0,1395.0,0.0,1.0,1.0,1.0,13.0,96.0,5.1,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,16999.0,0.0,1.0,120000.0,0.0,0.0,0.0,1998.0,6.0,195.0,1.0,1462.0,1.0,1.0,1.0,1.0,11.0,184.0,8.4,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
229.0,71990.0,2.0,1.0,1500.0,1.0,0.0,1.0,1798.0,7.0,153.0,0.0,1215.0,1.0,1.0,1.0,0.0,0.0,221.0,6.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
222.0,5500.0,0.0,1.0,30000.0,1.0,3.0,1.0,1598.0,1.0,0.0,1.0,562.0,0.0,1.0,1.0,1.0,10.0,59.0,2.359,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
217.0,15900.0,0.0,1.0,58900.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1149.0,0.0,0.0,1.0,1.0,10.0,66.0,8.2,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,6400.0,0.0,1.0,229000.0,0.0,1.0,0.0,1461.0,6.0,93.0,1.0,1279.0,0.0,1.0,2.0,1.0,6.0,81.0,3.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17500.0,0.0,1.0,92300.0,0.0,0.0,0.0,1998.0,6.0,190.0,1.0,1320.0,1.0,1.0,2.0,0.0,10.0,195.0,8.2,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,22950.0,0.0,1.0,92500.0,0.0,0.0,1.0,1998.0,6.0,174.0,1.0,1454.0,1.0,1.0,2.0,0.0,7.0,201.0,7.5,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,34990.0,0.0,1.0,47000.0,1.0,0.0,1.0,1798.0,6.0,176.0,1.0,1387.0,1.0,1.0,1.0,0.0,3.0,221.0,7.7,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,7250.0,0.0,1.0,158000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1395.0,1.0,1.0,3.0,1.0,11.0,132.0,7.6,2.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
229.0,77990.0,2.0,1.0,1500.0,1.0,0.0,1.0,1798.0,7.0,153.0,0.0,1215.0,1.0,1.0,1.0,0.0,0.0,221.0,6.8,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,16950.0,0.0,0.0,132670.0,0.0,0.0,1.0,1998.0,7.0,190.0,1.0,1362.0,1.0,0.0,3.0,0.0,10.0,185.0,8.2,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17990.0,0.0,1.0,75000.0,0.0,0.0,1.0,1998.0,6.0,190.0,1.0,1387.0,0.0,0.0,1.0,0.0,10.0,195.0,8.2,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,11300.0,0.0,1.0,107000.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1582.0,1.0,1.0,1.0,0.0,13.0,150.0,8.2,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,29990.0,0.0,1.0,52650.0,1.0,0.0,1.0,1798.0,6.0,158.0,1.0,1387.0,1.0,1.0,1.0,1.0,4.0,205.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,17990.0,0.0,1.0,91875.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,0.0,2.0,0.0,7.0,201.0,7.5,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,37500.0,0.0,1.0,45000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1454.0,1.0,1.0,1.0,1.0,8.0,201.0,7.5,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,18990.0,0.0,1.0,136378.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,0.0,1.0,1.0,9.0,195.0,7.5,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,6700.0,0.0,1.0,94000.0,0.0,0.0,1.0,1598.0,6.0,164.0,1.0,1387.0,1.0,0.0,1.0,0.0,10.0,81.0,6.9,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,10600.0,0.0,1.0,77000.0,0.0,0.0,0.0,1998.0,6.0,162.0,1.0,1394.0,0.0,1.0,2.0,1.0,9.0,140.0,7.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,5999.0,0.0,1.0,157000.0,0.0,1.0,1.0,1995.0,6.0,155.0,1.0,1387.0,0.0,1.0,2.0,1.0,12.0,118.0,5.9,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,5000.0,0.0,1.0,201000.0,0.0,1.0,0.0,1995.0,5.0,150.0,1.0,1582.0,0.0,1.0,1.0,0.0,13.0,110.0,5.7,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4499.0,0.0,1.0,222000.0,0.0,1.0,1.0,1870.0,6.0,135.0,1.0,1387.0,0.0,1.0,3.0,1.0,11.0,96.0,5.1,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,27000.0,0.0,1.0,12545.0,0.0,0.0,0.0,1998.0,6.0,174.0,1.0,1387.0,1.0,0.0,2.0,0.0,7.0,195.0,7.5,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,6600.0,0.0,0.0,187023.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1295.0,0.0,1.0,2.0,1.0,12.0,132.0,7.7,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,4950.0,0.0,1.0,225000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1395.0,0.0,1.0,1.0,1.0,13.0,132.0,7.6,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,7650.0,0.0,1.0,166720.0,0.0,0.0,1.0,1998.0,6.0,194.0,1.0,1582.0,1.0,1.0,1.0,0.0,13.0,150.0,8.2,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,26000.0,0.0,1.0,100000.0,0.0,0.0,0.0,1998.0,6.0,174.0,1.0,1376.0,1.0,1.0,1.0,0.0,7.0,202.0,7.5,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,16999.0,0.0,1.0,125052.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1387.0,0.0,1.0,2.0,1.0,9.0,195.0,7.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,28990.0,0.0,1.0,52000.0,0.0,0.0,1.0,1798.0,6.0,163.0,1.0,1387.0,1.0,0.0,1.0,0.0,3.0,205.0,7.2,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,15900.0,0.0,1.0,85358.0,0.0,0.0,1.0,1998.0,6.0,195.0,1.0,1387.0,0.0,1.0,3.0,1.0,11.0,184.0,8.4,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
219.0,8000.0,0.0,1.0,138000.0,0.0,0.0,0.0,1598.0,5.0,165.0,0.0,1124.0,0.0,1.0,1.0,1.0,7.0,98.0,6.7,2.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,7900.0,0.0,1.0,135000.0,0.0,1.0,1.0,1461.0,6.0,90.0,1.0,1280.0,0.0,1.0,2.0,1.0,9.0,81.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
218.0,9450.0,0.0,1.0,175000.0,1.0,1.0,1.0,1995.0,6.0,151.0,1.0,1598.0,1.0,1.0,3.0,0.0,10.0,110.0,5.7,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,6000.0,0.0,1.0,228000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1295.0,1.0,1.0,3.0,0.0,10.0,132.0,7.7,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,7490.0,0.0,1.0,143000.0,0.0,0.0,1.0,1998.0,6.0,178.0,1.0,1387.0,1.0,1.0,2.0,1.0,11.0,132.0,7.6,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
222.0,11999.0,0.0,0.0,30254.0,1.0,3.0,1.0,1598.0,1.0,0.0,1.0,474.0,0.0,1.0,1.0,1.0,3.0,59.0,2.359,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,19500.0,0.0,1.0,60000.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1387.0,0.0,1.0,2.0,1.0,11.0,184.0,8.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
235.0,35900.0,0.0,0.0,8990.0,1.0,0.0,1.0,1333.0,7.0,133.0,1.0,1336.0,0.0,0.0,1.0,1.0,1.0,103.0,5.8,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,32490.0,0.0,1.0,62255.0,0.0,0.0,1.0,1798.0,6.0,183.0,1.0,1387.0,0.0,1.0,1.0,0.0,3.0,221.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,28999.0,0.0,1.0,60000.0,1.0,0.0,1.0,1798.0,6.0,158.0,2.0,1387.0,1.0,1.0,1.0,0.0,3.0,205.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,12000.0,0.0,1.0,97800.0,0.0,1.0,0.0,1995.0,6.0,145.0,1.0,1456.0,1.0,1.0,1.0,1.0,8.0,120.0,5.6,2.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
229.0,62500.0,0.0,1.0,1850.0,1.0,0.0,0.0,1798.0,7.0,138.0,0.0,1178.0,1.0,1.0,1.0,0.0,3.0,185.0,6.1,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,25400.0,0.0,1.0,55500.0,0.0,0.0,0.0,1998.0,6.0,178.0,1.0,1387.0,0.0,1.0,2.0,1.0,6.0,201.0,7.6,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
229.0,75930.0,2.0,1.0,1000.0,1.0,0.0,1.0,1798.0,7.0,153.0,0.0,1215.0,0.0,1.0,1.0,0.0,0.0,221.0,6.699999999999999,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
